Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Week Number,Shipping Duration (Day),Region,Order Month,Order Quarter,Order Year,Sales Category,Location Key
Office Supplies,Oakland,United States,PR-188804,Patrick Ryan,North America - US,8/22/2014,US-2014-109253,Medium,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",24.84,5,52,Consumer,8/23/2014,First Class,9.15,California,Labels,34,1,North America - US - West,August,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Oakland
Office Supplies,Inglewood,United States,DR-128804,Dan Reichenbach,North America - US,8/28/2014,CA-2014-161956,Medium,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,96.576,4,322,Corporate,8/30/2014,Second Class,7.51,California,Appliances,35,2,North America - US - West,August,3,2014,Medium Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Inglewood,United States,DR-128804,Dan Reichenbach,North America - US,8/28/2014,CA-2014-161956,Medium,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,17.745,5,355,Corporate,8/30/2014,Second Class,29.01,California,Storage,35,2,North America - US - West,August,3,2014,Medium Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Inglewood,United States,DR-128804,Dan Reichenbach,North America - US,8/28/2014,CA-2014-161956,Medium,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,8.236,5,28,Corporate,8/30/2014,Second Class,2.2,California,Supplies,35,2,North America - US - West,August,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Bakersfield,United States,AW-108404,Anthony Witt,North America - US,9/3/2014,CA-2014-123001,Low,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",2.726,5,9,Consumer,9/9/2014,Standard Class,1,California,Art,36,6,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Bakersfield
Office Supplies,Bakersfield,United States,AW-108404,Anthony Witt,North America - US,9/3/2014,CA-2014-123001,Low,OFF-LA-10004544,Avery 505,37,5,74,Consumer,9/9/2014,Standard Class,6.93,California,Labels,36,6,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Bakersfield
Office Supplies,Santa Ana,United States,EJ-141554,Eva Jacobs,North America - US,9/5/2014,CA-2014-147410,Medium,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",105.275,2,421,Consumer,9/9/2014,Standard Class,11.15,California,Storage,36,4,North America - US - West,September,3,2014,Medium Sales,North America - US|United States|North America - US - West|California|Santa Ana
Office Supplies,Long Beach,United States,KF-162854,Karen Ferguson,North America - US,9/12/2014,CA-2014-149559,Critical,OFF-EN-10002312,#10 Self-Seal White Envelopes,10.8682,2,22,Home Office,9/13/2014,Same Day,6.24,California,Envelopes,37,1,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Long Beach
Office Supplies,Inglewood,United States,BB-109904,Barry Blumstein,North America - US,9/17/2014,CA-2014-118136,High,OFF-AR-10001427,Newell 330,1.5548,1,6,Corporate,9/18/2014,First Class,1.31,California,Art,38,1,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Santa Ana,United States,BK-112604,Berenike Kampe,North America - US,9/23/2014,CA-2014-117009,Medium,OFF-SU-10001218,Fiskars Softgrip Scissors,6.1488,2,22,Consumer,9/29/2014,Standard Class,1.76,California,Supplies,39,6,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Santa Ana
Office Supplies,Bakersfield,United States,PG-188204,Patrick Gardner,North America - US,9/30/2014,CA-2014-140186,Medium,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",25.4384,2,98,Consumer,10/3/2014,First Class,11.5,California,Appliances,40,3,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Bakersfield
Office Supplies,Bakersfield,United States,PG-188204,Patrick Gardner,North America - US,9/30/2014,CA-2014-140186,Medium,OFF-FA-10002280,Advantus Plastic Paper Clips,16.8,7,35,Consumer,10/3/2014,First Class,0.04,California,Fasteners,40,3,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Bakersfield
Office Supplies,Lodi,United States,JK-157304,Joe Kamberova,North America - US,9/30/2014,CA-2014-137918,Medium,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",28.217,7,97,Consumer,10/7/2014,Standard Class,7.75,California,Supplies,40,7,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|Lodi
Office Supplies,San Jose,United States,NS-185054,Neola Schneider,North America - US,10/2/2014,CA-2014-129378,High,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",60.49,2,242,Consumer,10/3/2014,First Class,41.79,California,Appliances,40,1,North America - US - West,October,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Jose
Office Supplies,Chico,United States,GG-146504,Greg Guthrie,North America - US,10/6/2014,CA-2014-131807,Medium,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",4.108,4,16,Corporate,10/11/2014,Standard Class,0.71,California,Appliances,41,5,North America - US - West,October,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Chico
Office Supplies,Chico,United States,GG-146504,Greg Guthrie,North America - US,10/6/2014,CA-2014-131807,Medium,OFF-FA-10002780,Staples,6.854,5,15,Corporate,10/11/2014,Standard Class,1.77,California,Fasteners,41,5,North America - US - West,October,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Chico
Office Supplies,Camarillo,United States,MC-172754,Marc Crier,North America - US,10/16/2014,CA-2014-154949,Medium,OFF-LA-10002034,Avery 478,7.2177,3,15,Consumer,10/20/2014,Standard Class,1.07,California,Labels,42,4,North America - US - West,October,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Camarillo
Office Supplies,Thousand Oaks,United States,DL-134954,Dionis Lloyd,North America - US,10/16/2014,CA-2014-142643,Medium,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",70.219,5,153,Corporate,10/21/2014,Standard Class,7.71,California,Labels,42,5,North America - US - West,October,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|Thousand Oaks
Office Supplies,Woodland,United States,JE-161654,Justin Ellison,North America - US,10/21/2014,US-2014-146416,Medium,OFF-LA-10003714,Avery 510,1.8,1,4,Corporate,10/23/2014,Second Class,0.4,California,Labels,43,2,North America - US - West,October,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Woodland
Office Supplies,Danville,United States,NL-183104,Nancy Lomonaco,North America - US,11/3/2014,US-2014-163790,Critical,OFF-AR-10003469,Nontoxic Chalk,4.224,5,9,Home Office,11/5/2014,Second Class,3.22,California,Art,45,2,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Danville
Office Supplies,Danville,United States,NL-183104,Nancy Lomonaco,North America - US,11/3/2014,US-2014-163790,Critical,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",38.29,7,77,Home Office,11/5/2014,Second Class,12.32,California,Envelopes,45,2,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Danville
Office Supplies,Danville,United States,NL-183104,Nancy Lomonaco,North America - US,11/3/2014,US-2014-163790,Critical,OFF-FA-10004838,"Super Bands, 12/Pack",0.1674,3,6,Home Office,11/5/2014,Second Class,1.46,California,Fasteners,45,2,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Danville
Office Supplies,Danville,United States,NL-183104,Nancy Lomonaco,North America - US,11/3/2014,US-2014-163790,Critical,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,22.6275,7,453,Home Office,11/5/2014,Second Class,86.11,California,Storage,45,2,North America - US - West,November,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|Danville
Office Supplies,Coachella,United States,MC-175904,Matt Collister,North America - US,11/10/2014,CA-2014-159597,High,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",3.178,2,64,Corporate,11/15/2014,Standard Class,6.45,California,Storage,46,5,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Coachella
Office Supplies,Riverside,United States,TB-211904,Thomas Brumley,North America - US,11/11/2014,CA-2014-162096,Critical,OFF-AR-10002221,12 Colored Short Pencils,2.106,3,8,Home Office,11/11/2014,Same Day,1.74,California,Art,46,0,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Riverside
Office Supplies,Fresno,United States,JK-153704,Jay Kimmel,North America - US,11/17/2014,CA-2014-100601,Medium,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,0.9772,7,49,Consumer,11/21/2014,Standard Class,3.31,California,Storage,47,4,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Fresno
Office Supplies,Escondido,United States,EK-137954,Eileen Kiefer,North America - US,11/17/2014,CA-2014-108091,Medium,OFF-AR-10000255,Newell 328,6.0736,4,23,Home Office,11/22/2014,Standard Class,1.11,California,Art,47,5,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Escondido
Office Supplies,Pasadena,United States,BF-110054,Barry Franz,North America - US,11/22/2014,CA-2014-103380,Medium,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",2.2412,1,9,Home Office,11/26/2014,Standard Class,0.73,California,Appliances,47,4,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Pasadena
Office Supplies,Pasadena,United States,BF-110054,Barry Franz,North America - US,11/22/2014,CA-2014-103380,Medium,OFF-AR-10003856,Newell 344,1.4456,2,6,Home Office,11/26/2014,Standard Class,0.4,California,Art,47,4,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Pasadena
Office Supplies,Pasadena,United States,BF-110054,Barry Franz,North America - US,11/22/2014,CA-2014-103380,Medium,OFF-FA-10004248,Advantus T-Pin Paper Clips,3.5178,2,9,Home Office,11/26/2014,Standard Class,0.26,California,Fasteners,47,4,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Pasadena
Office Supplies,Pasadena,United States,BF-110054,Barry Franz,North America - US,11/22/2014,CA-2014-103380,Medium,OFF-ST-10003442,Eldon Portable Mobile Manager,15.2712,2,57,Home Office,11/26/2014,Standard Class,5.7,California,Storage,47,4,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Pasadena
Office Supplies,Oakland,United States,BB-115454,Brenda Bowman,North America - US,12/3/2014,CA-2014-102379,High,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,44.975,5,180,Corporate,12/7/2014,Standard Class,21.53,California,Art,49,4,North America - US - West,December,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|Oakland
Office Supplies,Brentwood,United States,BN-114704,Brad Norvell,North America - US,12/7/2014,US-2014-149006,High,OFF-ST-10003221,Staples,2.8836,1,11,Corporate,12/9/2014,Second Class,2.12,California,Storage,50,2,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Brentwood
Office Supplies,Inglewood,United States,LF-171854,Luke Foster,North America - US,12/9/2014,CA-2014-148264,Critical,OFF-ST-10003327,Akro-Mils 12-Gallon Tote,8.6391,3,30,Consumer,12/10/2014,First Class,7.63,California,Storage,50,1,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Inglewood,United States,KM-166604,Khloe Miller,North America - US,12/16/2014,CA-2014-154116,High,OFF-AP-10000027,Hoover Commercial SteamVac,16.296,4,54,Consumer,12/20/2014,Standard Class,6.72,California,Appliances,51,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Inglewood
Office Supplies,Sunnyvale,United States,KM-162254,Kalyca Meade,North America - US,12/17/2014,CA-2014-137463,Medium,OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,30,Corporate,12/21/2014,Second Class,3.15,California,Art,51,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Sunnyvale
Office Supplies,Sunnyvale,United States,KM-162254,Kalyca Meade,North America - US,12/17/2014,CA-2014-137463,Medium,OFF-LA-10003498,Avery 475,22.2,3,44,Corporate,12/21/2014,Second Class,3.69,California,Labels,51,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Sunnyvale
Office Supplies,Anaheim,United States,CA-123104,Christine Abelman,North America - US,12/18/2014,CA-2014-120936,High,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,125.1432,4,481,Corporate,12/22/2014,Standard Class,70.3,California,Storage,51,4,North America - US - West,December,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|Anaheim
Office Supplies,Anaheim,United States,CA-123104,Christine Abelman,North America - US,12/18/2014,CA-2014-120936,High,OFF-SU-10002557,Fiskars Spring-Action Scissors,3.6348,1,14,Corporate,12/22/2014,Standard Class,1.54,California,Supplies,51,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|Anaheim
Office Supplies,Oakland,United States,YS-218804,Yana Sorensen,North America - US,12/22/2014,CA-2014-138380,High,OFF-ST-10003306,Letter Size Cart,290.0058,7,1000,Corporate,12/26/2014,Standard Class,172.55,California,Storage,52,4,North America - US - West,December,4,2014,High Sales,North America - US|United States|North America - US - West|California|Oakland
Office Supplies,Costa Mesa,United States,SE-201104,Sanjit Engle,North America - US,12/22/2014,CA-2014-144827,Medium,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",33.5772,2,124,Consumer,12/28/2014,Standard Class,6.61,California,Storage,52,6,North America - US - West,December,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|Costa Mesa
Office Supplies,Moreno Valley,United States,SA-208304,Sue Ann Reed,North America - US,2/23/2011,CA-2011-133354,High,OFF-PA-10001800,Xerox 220,9.3312,3,19,Consumer,2/25/2011,First Class,5.01,California,Paper,9,2,North America - US - West,February,1,2011,Low Sales,North America - US|United States|North America - US - West|California|Moreno Valley
Office Supplies,Huntington Beach,United States,DK-132254,Dean Katz,North America - US,3/14/2011,CA-2011-157623,High,OFF-PA-10001204,Xerox 1972,4.752,2,11,Corporate,3/18/2011,Standard Class,1.23,California,Paper,12,4,North America - US - West,March,1,2011,Low Sales,North America - US|United States|North America - US - West|California|Huntington Beach
Office Supplies,San Jose,United States,GM-146804,Greg Matthias,North America - US,5/10/2011,CA-2011-103310,Medium,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.1808,2,40,Consumer,5/15/2011,Standard Class,2.45,California,Paper,20,5,North America - US - West,May,2,2011,Low Sales,North America - US|United States|North America - US - West|California|San Jose
Office Supplies,Riverside,United States,JD-158954,Jonathan Doherty,North America - US,7/20/2011,CA-2011-127866,High,OFF-PA-10003971,Xerox 1965,5.8604,2,12,Corporate,7/23/2011,First Class,2.18,California,Paper,30,3,North America - US - West,July,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Riverside
Office Supplies,Fresno,United States,GM-145004,Gene McClure,North America - US,8/9/2011,CA-2011-141901,High,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),2.691,1,6,Consumer,8/14/2011,Standard Class,1.05,California,Paper,33,5,North America - US - West,August,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Fresno
Office Supplies,Santa Clara,United States,LR-170354,Lisa Ryan,North America - US,9/7/2011,CA-2011-109918,Medium,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",9.6632,2,21,Corporate,9/12/2011,Second Class,0.79,California,Paper,37,5,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|Santa Clara
Office Supplies,Brentwood,United States,LW-168254,Laurel Workman,North America - US,11/25/2011,CA-2011-164721,High,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",12.3096,4,27,Corporate,11/27/2011,Second Class,2.96,California,Paper,48,2,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Brentwood
Office Supplies,Fresno,United States,LS-172004,Luke Schmidt,North America - US,11/26/2011,CA-2011-141110,Medium,OFF-PA-10002586,Xerox 1970,7.0218,3,15,Corporate,12/1/2011,Standard Class,1.73,California,Paper,48,5,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|Fresno
Office Supplies,Moreno Valley,United States,EM-138254,Elizabeth Moffitt,North America - US,1/26/2012,CA-2012-109603,Medium,OFF-PA-10003790,Xerox 1991,84.0512,8,183,Corporate,2/1/2012,Standard Class,11.2,California,Paper,4,6,North America - US - West,January,1,2012,Medium Sales,North America - US|United States|North America - US - West|California|Moreno Valley
Office Supplies,Roseville,United States,AI-108554,Arianne Irving,North America - US,3/14/2012,CA-2012-167479,Medium,OFF-PA-10002105,Xerox 223,9.3312,3,19,Consumer,3/19/2012,Standard Class,1.52,California,Paper,11,5,North America - US - West,March,1,2012,Low Sales,North America - US|United States|North America - US - West|California|Roseville
Office Supplies,San Bernardino,United States,BK-112604,Berenike Kampe,North America - US,3/19/2012,CA-2012-113110,High,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",19.6686,6,40,Consumer,3/23/2012,Standard Class,5.85,California,Paper,12,4,North America - US - West,March,1,2012,Low Sales,North America - US|United States|North America - US - West|California|San Bernardino
Office Supplies,San Jose,United States,SP-206504,Stephanie Phelps,North America - US,5/31/2012,CA-2012-124919,High,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,26.271,7,58,Corporate,6/2/2012,First Class,7.79,California,Paper,22,2,North America - US - West,May,2,2012,Low Sales,North America - US|United States|North America - US - West|California|San Jose
Office Supplies,San Jose,United States,SP-206504,Stephanie Phelps,North America - US,5/31/2012,CA-2012-124919,High,OFF-PA-10002254,Xerox 1883,48.5392,4,106,Corporate,6/2/2012,First Class,17.87,California,Paper,22,2,North America - US - West,May,2,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Jose
Office Supplies,Moreno Valley,United States,NM-185204,Neoma Murray,North America - US,9/8/2012,CA-2012-162166,Medium,OFF-PA-10002606,Xerox 1928,11.88,5,26,Consumer,9/11/2012,First Class,3.14,California,Paper,36,3,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|Moreno Valley
Office Supplies,Anaheim,United States,KD-166154,Ken Dana,North America - US,9/13/2012,US-2012-129007,Critical,OFF-PA-10000994,Xerox 1915,100.656,2,210,Corporate,9/15/2012,First Class,59.71,California,Paper,37,2,North America - US - West,September,3,2012,Medium Sales,North America - US|United States|North America - US - West|California|Anaheim
Office Supplies,Long Beach,United States,TG-216404,Trudy Glocke,North America - US,9/18/2012,CA-2012-149713,High,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,78.7528,14,161,Consumer,9/22/2012,Second Class,13.76,California,Paper,38,4,North America - US - West,September,3,2012,Medium Sales,North America - US|United States|North America - US - West|California|Long Beach
Office Supplies,Long Beach,United States,TG-216404,Trudy Glocke,North America - US,9/18/2012,CA-2012-149713,High,OFF-PA-10001450,Rediform S.O.S. Phone Message Books,9.7608,4,20,Consumer,9/22/2012,Second Class,2.98,California,Paper,38,4,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|Long Beach
Office Supplies,Redlands,United States,SG-200804,Sandra Glassco,North America - US,10/31/2012,CA-2012-164882,Critical,OFF-PA-10000157,Xerox 191,9.3906,1,20,Consumer,10/31/2012,Same Day,4.49,California,Paper,44,0,North America - US - West,October,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Redlands
Office Supplies,San Bernardino,United States,KH-165104,Keith Herrera,North America - US,11/13/2012,CA-2012-104948,Medium,OFF-PA-10004610,Xerox 1900,13.482,7,30,Consumer,11/17/2012,Standard Class,2.37,California,Paper,46,4,North America - US - West,November,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Bernardino
Office Supplies,Santa Barbara,United States,DB-131204,David Bremer,North America - US,12/6/2012,CA-2012-136700,Medium,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,4.3904,2,9,Corporate,12/11/2012,Second Class,0.72,California,Paper,49,5,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Santa Barbara
Office Supplies,Thousand Oaks,United States,KM-163754,Katherine Murray,North America - US,12/6/2012,CA-2012-148628,Medium,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",15.065,5,33,Home Office,12/11/2012,Standard Class,1.55,California,Paper,49,5,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Thousand Oaks
Office Supplies,Riverside,United States,KH-166904,Kristen Hastings,North America - US,12/7/2012,US-2012-120957,Medium,OFF-PA-10003953,Xerox 218,6.2208,2,13,Corporate,12/7/2012,Same Day,0.2,California,Paper,49,0,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Riverside
Office Supplies,Chico,United States,XP-218654,Xylona Preis,North America - US,12/12/2012,CA-2012-155586,Medium,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",16.398,4,36,Consumer,12/16/2012,Second Class,4.67,California,Paper,50,4,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Chico
Office Supplies,Riverside,United States,RP-192704,Rachel Payne,North America - US,12/13/2012,CA-2012-148250,High,OFF-PA-10000289,Xerox 213,6.2208,2,13,Corporate,12/17/2012,Standard Class,0.1,California,Paper,50,4,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|Riverside
Office Supplies,Bakersfield,United States,FM-142154,Filia McAdams,North America - US,4/11/2013,CA-2013-124814,Medium,OFF-PA-10002787,Xerox 227,6.2208,2,13,Corporate,4/17/2013,Standard Class,0.97,California,Paper,15,6,North America - US - West,April,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Bakersfield
Office Supplies,Santa Ana,United States,SV-207854,Stewart Visinsky,North America - US,5/27/2013,CA-2013-148852,Medium,OFF-PA-10001293,Xerox 1946,21.7728,7,45,Consumer,6/1/2013,Standard Class,1.44,California,Paper,22,5,North America - US - West,May,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Santa Ana
Office Supplies,Bakersfield,United States,FM-142904,Frank Merwin,North America - US,6/8/2013,CA-2013-103163,Medium,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",2.3177,1,5,Home Office,6/12/2013,Standard Class,0.28,California,Paper,23,4,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Bakersfield
Office Supplies,Pasadena,United States,EA-140354,Erin Ashbrook,North America - US,6/13/2013,CA-2013-104633,High,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",83.646,6,186,Corporate,6/17/2013,Standard Class,25.81,California,Paper,24,4,North America - US - West,June,2,2013,Medium Sales,North America - US|United States|North America - US - West|California|Pasadena
Office Supplies,Pasadena,United States,EA-140354,Erin Ashbrook,North America - US,6/13/2013,CA-2013-104633,High,OFF-PA-10004782,Xerox 228,6.2208,2,13,Corporate,6/17/2013,Standard Class,1.32,California,Paper,24,4,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Pasadena
Office Supplies,Pasadena,United States,RC-198254,Roy Collins,North America - US,6/21/2013,CA-2013-141397,Critical,OFF-PA-10002986,Xerox 1898,22.4448,7,47,Consumer,6/22/2013,First Class,14.08,California,Paper,25,1,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Pasadena
Office Supplies,Salinas,United States,DP-131054,Dave Poirier,North America - US,6/21/2013,CA-2013-152534,Medium,OFF-PA-10001870,Xerox 202,18.6624,6,39,Corporate,6/26/2013,Second Class,3.01,California,Paper,25,5,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|Salinas
Office Supplies,Davis,United States,JP-155204,Jeremy Pistek,North America - US,8/17/2013,CA-2013-113117,Medium,OFF-PA-10000019,Xerox 1931,15.552,5,32,Consumer,8/23/2013,Standard Class,1.74,California,Paper,33,6,North America - US - West,August,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Davis
Office Supplies,San Jose,United States,RF-197354,Roland Fjeld,North America - US,8/27/2013,CA-2013-105585,High,OFF-PA-10003625,Xerox 1979,69.705,5,155,Consumer,8/28/2013,First Class,7.43,California,Paper,35,1,North America - US - West,August,3,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Jose
Office Supplies,Redondo Beach,United States,JH-159854,Joseph Holt,North America - US,9/6/2013,CA-2013-151372,Critical,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,46.1184,2,96,Consumer,9/7/2013,First Class,8.56,California,Paper,36,1,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Redondo Beach
Office Supplies,Visalia,United States,LP-170954,Liz Preis,North America - US,9/9/2013,CA-2013-103709,Medium,OFF-PA-10004610,Xerox 1900,15.408,8,34,Consumer,9/16/2013,Standard Class,1.94,California,Paper,37,7,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Visalia
Office Supplies,Laguna Niguel,United States,BC-111254,Becky Castell,North America - US,9/17/2013,US-2013-134369,Low,OFF-PA-10002195,Xerox 1966,6.3504,2,13,Home Office,9/23/2013,Standard Class,1.7,California,Paper,38,6,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Laguna Niguel
Office Supplies,Stockton,United States,SW-202454,Scot Wooten,North America - US,9/20/2013,CA-2013-130267,Medium,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",73.5448,7,160,Consumer,9/24/2013,Standard Class,11.16,California,Paper,38,4,North America - US - West,September,3,2013,Medium Sales,North America - US|United States|North America - US - West|California|Stockton
Office Supplies,Long Beach,United States,DL-128654,Dan Lawera,North America - US,9/26/2013,US-2013-125402,Medium,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",5.123,5,11,Consumer,10/2/2013,Standard Class,0.77,California,Paper,39,6,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Long Beach
Office Supplies,Redlands,United States,CM-124454,Chuck Magee,North America - US,9/27/2013,CA-2013-145898,Medium,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),13.455,5,30,Consumer,9/27/2013,Same Day,5.84,California,Paper,39,0,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|Redlands
Office Supplies,Lake Forest,United States,DB-129104,Daniel Byrd,North America - US,10/4/2013,CA-2013-101672,Medium,OFF-PA-10001878,Xerox 1891,45.9754,2,98,Home Office,10/8/2013,Standard Class,6.84,California,Paper,40,4,North America - US - West,October,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Lake Forest
Office Supplies,Lake Forest,United States,DB-129104,Daniel Byrd,North America - US,10/4/2013,CA-2013-101672,Medium,OFF-PA-10004610,Xerox 1900,3.852,2,9,Home Office,10/8/2013,Standard Class,0.84,California,Paper,40,4,North America - US - West,October,4,2013,Low Sales,North America - US|United States|North America - US - West|California|Lake Forest
